Sno,Juz,SurahNo,SurahName,Classification,AyahNo,verse,lb1,lb2,lb3,lb4,lb5,lb6,lb7,lb8,lb9,lb10,lb11,lb12
616,,4,An-Nisa',Medani,131,"To Allah belong all things in the heavens and on earth. Verily we have directed the People of the Book before you, and you (o Muslims) to fear Allah. But if ye deny Him, lo! unto Allah belong all things in the heavens and on earth, and Allah is free of all wants, worthy of all praise.",Allah belongeth,heavens,directed,people of book,free from all,,,,,,,
617,,4,An-Nisa',Medani,132,"Yea, unto Allah belong all things in the heavens and on earth, and enough is Allah to carry through all affairs.",Allah belongeth,sky,earth,Allah enough,,,,,,,,
618,,4,An-Nisa',Medani,133,"If it were His will, He could destroy you, o mankind, and create another race; for He hath power this to do.",will,destroy,another race,most powerful,,,,,,,,
619,,4,An-Nisa',Medani,134,"If any one desires a reward in this life, in Allah's (gift) is the reward (both) of this life and of the hereafter: for Allah is He that heareth and seeth (all things).",reward,life,hereafter,Allah,hear,see,,,,,,
620,,4,An-Nisa',Medani,135,"O ye who believe! stand out firmly for justice, as witnesses to Allah, even as against yourselves, or your parents, or your kin, and whether it be (against) rich or poor: for Allah can best protect both. Follow not the lusts (of your hearts), lest ye swerve, and if ye distort (justice) or decline to do justice, verily Allah is well-acquainted with all that ye do.",o beleiver,justice,witness,yourself,parents,kin,poor ,rich,Allah protect,no lust,Allah knoweth,
621,,4,An-Nisa',Medani,136,"O ye who believe! Believe in Allah and His Messenger, and the scripture which He hath sent to His Messenger and the scripture which He sent to those before (him). Any who denieth Allah, His angels, His Books, His Messengers, and the Day of Judgment, hath gone far, far astray.",believe in Allah,Messenger,book ,deny,angels,judgment day,astray,,,,,
622,,4,An-Nisa',Medani,137,"Those who believe, then reject faith, then believe (again) and (again) reject faith, and go on increasing in unbelief,- Allah will not forgive them nor guide them nor guide them on the way.",believe,reject faith,no guidence,punishment,,,,,,,,
623,,4,An-Nisa',Medani,138,To the Hypocrites give the glad tidings that there is for them (but) a grievous penalty;-,hypocrite,tiding,grievous panelty,,,,,,,,,
624,,4,An-Nisa',Medani,139,"Yea, to those who take for friends unbelievers rather than believers: is it honour they seek among them? Nay,- all honour is with Allah.",unbeliever,friend,seeking honour,honour belongs to Allah,,,,,,,,
625,,4,An-Nisa',Medani,140,"Already has He sent you Word in the Book, that when ye hear the signs of Allah held in defiance and ridicule, ye are not to sit with them unless they turn to a different theme: if ye did, ye would be like them. For Allah will collect the hypocrites and those who defy faith - all in Hell.",book,signs of Allah,defiance,redicule,not sit,hypocrites,defy faith,hell,,,,
626,,4,An-Nisa',Medani,141,"(These are) the ones who wait and watch about you: if ye do gain a victory from Allah, they say: ""Were we not with you?""- but if the unbelievers gain a success, they say (to them): ""Did we not gain an advantage over you, and did we not guard you from the believers?"" but Allah will judge betwixt you on the Day of Judgment. And never will Allah grant to the unbelievers a way (to triumphs) over the believers.",hypocrites,watch you,with believer,with non believer,Allah judge,judgment day,grant favour,believers,,,,
627,,4,An-Nisa',Medani,142,"The Hypocrites - they think they are over-reaching Allah, but He will over-reach them: When they stand up to prayer, they stand without earnestness, to be seen of men, but little do they hold Allah in remembrance;",hypocrates,deceive Allah,Allah deceive them,prayer,show off,remember Allah,,,,,,
628,,4,An-Nisa',Medani,143,"(They are) distracted in mind even in the midst of it,- being (sincerely) for neither one group nor for another whom Allah leaves straying,- never wilt thou find for him the way.",double minded,stray,Allah leave,,,,,,,,,
629,,4,An-Nisa',Medani,144,O ye who believe! Take not for friends unbelievers rather than believers: Do ye wish to offer Allah an open proof against yourselves?,O believer,no friendship,unbeliever,,,,,,,,,
630,,4,An-Nisa',Medani,145,The Hypocrites will be in the lowest depths of the Fire: no helper wilt thou find for them;-,hypocrites,lowest level,hell,no helper,,,,,,,,
631,,4,An-Nisa',Medani,146,"Except for those who repent, mend (their lives) hold fast to Allah, and purify their religion as in Allah's sight: if so they will be (numbered) with the believers. And soon will Allah grant to the believers a reward of immense value.",repent,purify relegion,reward,immense value,,,,,,,,
632,,4,An-Nisa',Medani,147,"What can Allah gain by your punishment, if ye are grateful and ye believe? Nay, it is Allah that recogniseth (all good), and knoweth all things.",no gain,punishment,Allah knoweth,,,,,,,,,
633,,4,An-Nisa',Medani,148,"Allah loveth not that evil should be noised abroad in public speech, except where injustice hath been done; for Allah is He who heareth and knoweth all things.",,,,,,,,,,,,
634,,4,An-Nisa',Medani,149,"Whether ye publish a good deed or conceal it or cover evil with pardon, verily Allah doth blot out (sins) and hath power (in the judgment of values).",,,,,,,,,,,,
635,,4,An-Nisa',Medani,150,"Those who deny Allah and His messengers, and (those who) wish to separate Allah from His messengers, saying: ""We believe in some but reject others"": And (those who) wish to take a course midway,-",,,,,,,,,,,,
636,,4,An-Nisa',Medani,151,They are in truth (equally) unbelievers; and we have prepared for unbelievers a humiliating punishment.,,,,,,,,,,,,
637,,4,An-Nisa',Medani,152,"To those who believe in Allah and His messengers and make no distinction between any of the messengers, we shall soon give their (due) rewards: for Allah is Oft-forgiving, Most Merciful.",,,,,,,,,,,,
638,,4,An-Nisa',Medani,153,"The people of the Book ask thee to cause a book to descend to them from heaven: Indeed they asked Moses for an even greater (miracle), for they said: ""Show us Allah in public,"" but they were dazed for their presumption, with thunder and lightning. Yet they worshipped the calf even after clear signs had come to them; even so we forgave them; and gave Moses manifest proofs of authority.",,,,,,,,,,,,
639,,4,An-Nisa',Medani,154,"And for their covenant we raised over them (the towering height) of Mount (Sinai); and (on another occasion) we said: ""Enter the gate with humility""; and (once again) we commanded them: ""Transgress not in the matter of the sabbath."" And we took from them a solemn covenant.",,,,,,,,,,,,
640,,4,An-Nisa',Medani,155,"(They have incurred divine displeasure): In that they broke their covenant; that they rejected the signs of Allah; that they slew the Messengers in defiance of right; that they said, ""Our hearts are the wrappings (which preserve Allah's Word; We need no more)"";- Nay, Allah hath set the seal on their hearts for their blasphemy, and little is it they believe;-",,,,,,,,,,,,
641,,4,An-Nisa',Medani,156,That they rejected Faith; that they uttered against Mary a grave false charge;,,,,,,,,,,,,
642,,4,An-Nisa',Medani,157,"That they said (in boast), ""We killed Christ Jesus the son of Mary, the Messenger of Allah"";- but they killed him not, nor crucified him, but so it was made to appear to them, and those who differ therein are full of doubts, with no (certain) knowledge, but only conjecture to follow, for of a surety they killed him not:-",,,,,,,,,,,,
643,,4,An-Nisa',Medani,158,"Nay, Allah raised him up unto Himself; and Allah is Exalted in Power, Wise;-",,,,,,,,,,,,
644,,4,An-Nisa',Medani,159,And there is none of the People of the Book but must believe in him before his death; and on the Day of Judgment he will be a witness against them;-,,,,,,,,,,,,
645,,4,An-Nisa',Medani,160,For the iniquity of the Jews We made unlawful for them certain (foods) good and wholesome which had been lawful for them;- in that they hindered many from Allah's Way;-,,,,,,,,,,,,
646,,4,An-Nisa',Medani,161,"That they took usury, though they were forbidden; and that they devoured men's substance wrongfully;- we have prepared for those among them who reject faith a grievous punishment.",,,,,,,,,,,,
647,,4,An-Nisa',Medani,162,"But those among them who are well-grounded in knowledge, and the believers, believe in what hath been revealed to thee and what was revealed before thee: And (especially) those who establish regular prayer and practise regular charity and believe in Allah and in the Last Day: To them shall We soon give a great reward.",,,,,,,,,,,,
648,,4,An-Nisa',Medani,163,"We have sent thee inspiration, as We sent it to Noah and the Messengers after him: we sent inspiration to Abraham, Isma'il, Isaac, Jacob and the Tribes, to Jesus, Job, Jonah, Aaron, and solomon, and to David We gave the Psalms.",,,,,,,,,,,,
649,,4,An-Nisa',Medani,164,Of some messengers We have already told thee the story; of others We have not;- and to Moses Allah spoke direct;-,,,,,,,,,,,,
650,,4,An-Nisa',Medani,165,"Messengers who gave good news as well as warning, that mankind, after (the coming) of the messengers, should have no plea against Allah: For Allah is Exalted in Power, Wise.",,,,,,,,,,,,
651,,4,An-Nisa',Medani,166,"But Allah beareth witness that what He hath sent unto thee He hath sent from His (own) knowledge, and the angels bear witness: But enough is Allah for a witness.",,,,,,,,,,,,
652,,4,An-Nisa',Medani,167,"Those who reject Faith and keep off (men) from the way of Allah, have verily strayed far, far away from the Path.",,,,,,,,,,,,
653,,4,An-Nisa',Medani,168,"Those who reject Faith and do wrong,- Allah will not forgive them nor guide them to any way-",,,,,,,,,,,,
654,,4,An-Nisa',Medani,169,"Except the way of Hell, to dwell therein for ever. And this to Allah is easy.",,,,,,,,,,,,
655,,4,An-Nisa',Medani,170,"O Mankind! The Messenger hath come to you in truth from Allah: believe in him: It is best for you. But if ye reject Faith, to Allah belong all things in the heavens and on earth: And Allah is All-knowing, All-wise.",,,,,,,,,,,,
